row	 col	 TR	 RR	 DET	 MEAN_dl	 MAX_dl	 DIV_dl	 ENT_dl	 ENTrel_dl	 LAM_vl	 TT_vl	 MAX_vl	 DIV_vl	 ENT_vl	 ENTrel_vl	 LAM_hl	 TT_hl	 MAX_hl	 DIV_hl	 ENT_hl	 ENTrel_hl	 nozero	 noone	 more2
      19	       3	 4761.00	    0.92	    1.00	   12.26	   57.00	    0.02	    2.54	    0.63	    1.00	   23.00	   57.00	    0.02	    1.10	    0.27	    1.00	   23.00	   57.00	    0.02	    1.10	    0.27	    0.00	    1.00	    1.00
      19	       4	 4489.00	    0.87	    0.99	    9.13	   44.00	    0.02	    2.49	    0.66	    1.00	   16.75	   44.00	    0.02	    1.39	    0.37	    1.00	   16.75	   44.00	    0.02	    1.39	    0.37	    0.00	    1.00	    1.00
      19	       5	 2809.00	    0.54	    0.90	    3.67	   20.00	    0.05	    1.68	    0.56	    0.98	    5.78	   20.00	    0.05	    1.74	    0.58	    0.98	    5.78	   20.00	    0.05	    1.74	    0.58	    0.00	    1.00	    1.00
      19	       6	 4761.00	    0.92	    1.00	   12.26	   42.00	    0.02	    2.83	    0.76	    1.00	   23.00	   42.00	    0.02	    1.10	    0.29	    1.00	   23.00	   42.00	    0.02	    1.10	    0.29	    0.00	    0.00	    1.00
      19	       7	 5041.00	    0.97	    1.00	   36.25	   71.00	    0.01	    4.25	    1.00	    1.00	   71.00	   71.00	    0.01	   -0.00	   -0.00	    1.00	   71.00	   71.00	    0.01	   -0.00	   -0.00	    0.00	    1.00	    1.00
      19	       8																							
      19	       9																							
      20	       1	 4900.00	    0.95	    1.00	   35.75	   70.00	    0.01	    4.23	    1.00	    1.00	   70.00	   70.00	    0.01	   -0.00	   -0.00	    1.00	   70.00	   70.00	    0.01	   -0.00	   -0.00	    0.00	    1.00	    1.00
      20	       2	  529.00	    0.10	    0.97	    4.60	   15.00	    0.07	    1.88	    0.69	    1.00	    7.67	   15.00	    0.07	    1.10	    0.41	    1.00	    7.67	   15.00	    0.07	    1.10	    0.41	    0.00	    1.00	    1.00
      20	       3	    9.00	    0.00	    0.00	     NaN	    1.00	    1.00	   -0.00	     NaN	    0.00	    0.00	    1.00	    1.00	   -0.00	     NaN	    0.00	    0.00	    1.00	    1.00	   -0.00	     NaN	    0.00	    1.00	    0.00
      20	       4	 5041.00	    0.97	    1.00	   36.25	   71.00	    0.01	    4.25	    1.00	    1.00	   71.00	   71.00	    0.01	   -0.00	   -0.00	    1.00	   71.00	   71.00	    0.01	   -0.00	   -0.00	    0.00	    1.00	    1.00
      20	       5	 4356.00	    0.84	    0.99	    7.36	   19.00	    0.05	    2.54	    0.86	    1.00	   13.20	   19.00	    0.05	    1.33	    0.45	    1.00	   13.20	   19.00	    0.05	    1.33	    0.45	    0.00	    1.00	    1.00
      20	       6	 4624.00	    0.89	    1.00	   12.09	   39.00	    0.03	    2.92	    0.80	    1.00	   22.67	   39.00	    0.03	    1.10	    0.30	    1.00	   22.67	   39.00	    0.03	    1.10	    0.30	    0.00	    1.00	    1.00
      20	       7	 4900.00	    0.95	    1.00	   12.42	   35.00	    0.03	    2.92	    0.82	    1.00	   23.33	   35.00	    0.03	    1.10	    0.31	    1.00	   23.33	   35.00	    0.03	    1.10	    0.31	    0.00	    1.00	    1.00
      20	       8																							
      20	       9																							
      21	       1	 2916.00	    0.56	    0.88	    4.03	   14.00	    0.07	    1.75	    0.66	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	    0.00	    0.00	    1.00
      21	       2	  144.00	    0.03	    0.44	    2.33	    5.00	    0.20	    0.67	    0.42	    0.75	    3.00	    5.00	    0.20	    0.64	    0.40	    0.75	    3.00	    5.00	    0.20	    0.64	    0.40	    0.00	    0.00	    1.00
      21	       3	  100.00	    0.02	    0.28	    2.33	    3.00	    0.33	    0.64	    0.58	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	    0.00	    0.00	    1.00
      21	       4	 5041.00	    0.97	    1.00	   18.50	   40.00	    0.03	    3.53	    0.96	    1.00	   35.50	   40.00	    0.03	    0.69	    0.19	    1.00	   35.50	   40.00	    0.03	    0.69	    0.19	    0.00	    1.00	    1.00
      21	       5	 1225.00	    0.24	    0.65	    2.94	   12.00	    0.08	    1.24	    0.50	    0.86	    4.29	   12.00	    0.08	    1.28	    0.51	    0.86	    4.29	   12.00	    0.08	    1.28	    0.51	    0.00	    0.00	    1.00
      21	       6	 1444.00	    0.28	    0.88	    5.27	   19.00	    0.05	    1.87	    0.64	    0.95	    9.00	   19.00	    0.05	    1.04	    0.35	    0.95	    9.00	   19.00	    0.05	    1.04	    0.35	    0.00	    0.00	    1.00
      21	       7																							
      21	       8																							
      21	       9																							
      22	       1	 4356.00	    0.84	    0.97	   11.59	   60.00	    0.02	    2.35	    0.58	    0.98	   21.67	   60.00	    0.02	    1.10	    0.27	    0.98	   21.67	   60.00	    0.02	    1.10	    0.27	    0.00	    1.00	    1.00
      22	       2	  841.00	    0.16	    0.94	    3.68	   16.00	    0.06	    1.57	    0.57	    1.00	    5.80	   16.00	    0.06	    1.33	    0.48	    1.00	    5.80	   16.00	    0.06	    1.33	    0.48	    0.00	    1.00	    1.00
      22	       3	  169.00	    0.03	    0.95	    4.03	   11.00	    0.09	    1.61	    0.67	    1.00	    6.50	   11.00	    0.09	    0.69	    0.29	    1.00	    6.50	   11.00	    0.09	    0.69	    0.29	    0.00	    1.00	    0.00
      22	       4	 5184.00	    1.00	    1.00	   36.75	   72.00	    0.01	    4.26	    1.00	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	    0.00	    1.00	    1.00
      22	       5	 5184.00	    1.00	    1.00	   36.75	   72.00	    0.01	    4.26	    1.00	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	    0.00	    1.00	    1.00
      22	       6	 3249.00	    0.63	    0.97	    4.84	   20.00	    0.05	    2.02	    0.68	    1.00	    8.14	   20.00	    0.05	    1.48	    0.49	    1.00	    8.14	   20.00	    0.05	    1.48	    0.49	    0.00	    1.00	    1.00
      22	       7	 5184.00	    1.00	    1.00	   36.75	   72.00	    0.01	    4.26	    1.00	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	    0.00	    1.00	    1.00
      22	       8	 5041.00	    0.97	    1.00	   36.25	   71.00	    0.01	    4.25	    1.00	    1.00	   71.00	   71.00	    0.01	   -0.00	   -0.00	    1.00	   71.00	   71.00	    0.01	   -0.00	   -0.00	    0.00	    1.00	    1.00
      22	       9	 5184.00	    1.00	    1.00	   36.75	   72.00	    0.01	    4.26	    1.00	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	    0.00	    1.00	    1.00
      23	       1	 4761.00	    0.92	    1.00	   12.26	   43.00	    0.02	    2.82	    0.75	    1.00	   23.00	   43.00	    0.02	    1.10	    0.29	    1.00	   23.00	   43.00	    0.02	    1.10	    0.29	    0.00	    1.00	    1.00
      23	       2	 4761.00	    0.92	    1.00	   12.26	   43.00	    0.02	    2.82	    0.75	    1.00	   23.00	   43.00	    0.02	    1.10	    0.29	    1.00	   23.00	   43.00	    0.02	    1.10	    0.29	    0.00	    1.00	    1.00
      23	       3	 4761.00	    0.92	    1.00	   18.00	   52.00	    0.02	    3.23	    0.82	    1.00	   34.50	   52.00	    0.02	    0.69	    0.18	    1.00	   34.50	   52.00	    0.02	    0.69	    0.18	    0.00	    1.00	    1.00
      23	       4	 5041.00	    0.97	    0.97	   35.75	   70.00	    0.01	    4.23	    1.00	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	    0.00	    1.00	    1.00
      23	       5	 5041.00	    0.97	    1.00	   36.25	   71.00	    0.01	    4.25	    1.00	    1.00	   71.00	   71.00	    0.01	   -0.00	   -0.00	    1.00	   71.00	   71.00	    0.01	   -0.00	   -0.00	    0.00	    1.00	    1.00
      23	       6	 5041.00	    0.97	    1.00	   36.25	   71.00	    0.01	    4.25	    1.00	    1.00	   71.00	   71.00	    0.01	   -0.00	   -0.00	    1.00	   71.00	   71.00	    0.01	   -0.00	   -0.00	    0.00	    1.00	    1.00
      23	       7																							
      23	       8																							
      23	       9																							
      24	       1	 4761.00	    0.92	    1.00	   18.00	   49.00	    0.02	    3.31	    0.85	    1.00	   34.50	   49.00	    0.02	    0.69	    0.18	    1.00	   34.50	   49.00	    0.02	    0.69	    0.18	    0.00	    1.00	    1.00
      24	       2	 5041.00	    0.97	    1.00	   36.25	   71.00	    0.01	    4.25	    1.00	    1.00	   71.00	   71.00	    0.01	   -0.00	   -0.00	    1.00	   71.00	   71.00	    0.01	   -0.00	   -0.00	    0.00	    1.00	    1.00
      24	       3	 5041.00	    0.97	    1.00	   18.50	   54.00	    0.02	    3.24	    0.81	    1.00	   35.50	   54.00	    0.02	    0.69	    0.17	    1.00	   35.50	   54.00	    0.02	    0.69	    0.17	    0.00	    1.00	    1.00
      24	       4	 5184.00	    1.00	    1.00	   36.75	   72.00	    0.01	    4.26	    1.00	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	    0.00	    1.00	    1.00
      24	       5	 4761.00	    0.92	    1.00	   18.00	   35.00	    0.03	    3.51	    0.99	    1.00	   34.50	   35.00	    0.03	    0.69	    0.19	    1.00	   34.50	   35.00	    0.03	    0.69	    0.19	    0.00	    1.00	    1.00
      24	       6	 4900.00	    0.95	    1.00	   35.75	   70.00	    0.01	    4.23	    1.00	    1.00	   70.00	   70.00	    0.01	   -0.00	   -0.00	    1.00	   70.00	   70.00	    0.01	   -0.00	   -0.00	    0.00	    1.00	    1.00
      24	       7																							
      24	       8																							
      24	       9																							
      25	       1	 5184.00	    1.00	    1.00	   36.75	   72.00	    0.01	    4.26	    1.00	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	    0.00	    1.00	    1.00
      25	       2	 4900.00	    0.95	    1.00	   18.25	   46.00	    0.02	    3.41	    0.89	    1.00	   35.00	   46.00	    0.02	    0.69	    0.18	    1.00	   35.00	   46.00	    0.02	    0.69	    0.18	    0.00	    1.00	    1.00
      25	       3	 4624.00	    0.89	    1.00	   12.09	   30.00	    0.03	    3.00	    0.88	    1.00	   22.67	   30.00	    0.03	    1.10	    0.32	    1.00	   22.67	   30.00	    0.03	    1.10	    0.32	    0.00	    1.00	    1.00
      25	       4	 5041.00	    0.97	    1.00	   36.25	   71.00	    0.01	    4.25	    1.00	    1.00	   71.00	   71.00	    0.01	   -0.00	   -0.00	    1.00	   71.00	   71.00	    0.01	   -0.00	   -0.00	    0.00	    1.00	    1.00
      25	       5	 5041.00	    0.97	    0.97	   35.75	   70.00	    0.01	    4.23	    1.00	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	    0.00	    1.00	    1.00
      25	       6	 5041.00	    0.97	    1.00	   36.25	   71.00	    0.01	    4.25	    1.00	    1.00	   71.00	   71.00	    0.01	   -0.00	   -0.00	    1.00	   71.00	   71.00	    0.01	   -0.00	   -0.00	    0.00	    1.00	    1.00
      25	       7																							
      25	       8																							
      25	       9																							
      26	       1	 4761.00	    0.92	    0.97	   34.75	   68.00	    0.01	    4.20	    1.00	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	    0.00	    1.00	    1.00
      26	       2	 4096.00	    0.79	    0.96	   11.26	   34.00	    0.03	    2.92	    0.83	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	    0.00	    1.00	    1.00
      26	       3	 5041.00	    0.97	    1.00	   36.25	   71.00	    0.01	    4.25	    1.00	    1.00	   71.00	   71.00	    0.01	   -0.00	   -0.00	    1.00	   71.00	   71.00	    0.01	   -0.00	   -0.00	    0.00	    1.00	    1.00
      26	       4	 4489.00	    0.87	    1.00	   11.92	   62.00	    0.02	    2.37	    0.57	    1.00	   22.33	   62.00	    0.02	    1.10	    0.27	    1.00	   22.33	   62.00	    0.02	    1.10	    0.27	    0.00	    1.00	    1.00
      26	       5	 4489.00	    0.87	    0.97	   17.25	   47.00	    0.02	    3.26	    0.85	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	    0.00	    1.00	    1.00
      26	       6	  529.00	    0.10	    0.97	    4.60	   11.00	    0.09	    1.94	    0.81	    1.00	    7.67	   11.00	    0.09	    1.10	    0.46	    1.00	    7.67	   11.00	    0.09	    1.10	    0.46	    0.00	    1.00	    1.00
      26	       7																							
      26	       8																							
      26	       9																							
      27	       1	 4225.00	    0.82	    1.00	   17.00	   41.00	    0.02	    3.37	    0.91	    1.00	   32.50	   41.00	    0.02	    0.69	    0.19	    1.00	   32.50	   41.00	    0.02	    0.69	    0.19	    0.00	    1.00	    1.00
      27	       2	 4225.00	    0.82	    0.99	    7.26	   46.00	    0.02	    2.09	    0.55	    1.00	   13.00	   46.00	    0.02	    1.33	    0.35	    1.00	   13.00	   46.00	    0.02	    1.33	    0.35	    0.00	    1.00	    1.00
      27	       3	 4900.00	    0.95	    1.00	   35.75	   70.00	    0.01	    4.23	    1.00	    1.00	   70.00	   70.00	    0.01	   -0.00	   -0.00	    1.00	   70.00	   70.00	    0.01	   -0.00	   -0.00	    0.00	    1.00	    1.00
      27	       4	 5041.00	    0.97	    1.00	   36.25	   71.00	    0.01	    4.25	    1.00	    1.00	   71.00	   71.00	    0.01	   -0.00	   -0.00	    1.00	   71.00	   71.00	    0.01	   -0.00	   -0.00	    0.00	    1.00	    1.00
      27	       5	 5041.00	    0.97	    1.00	   36.25	   71.00	    0.01	    4.25	    1.00	    1.00	   71.00	   71.00	    0.01	   -0.00	   -0.00	    1.00	   71.00	   71.00	    0.01	   -0.00	   -0.00	    0.00	    1.00	    1.00
      27	       6	 5184.00	    1.00	    1.00	   36.75	   72.00	    0.01	    4.26	    1.00	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	    0.00	    1.00	    1.00
      27	       7																							
      27	       8																							
      27	       9																							
      28	       1	 3721.00	    0.72	    0.92	    6.66	   19.00	    0.05	    2.43	    0.83	    0.97	   11.80	   19.00	    0.05	    1.33	    0.45	    0.97	   11.80	   19.00	    0.05	    1.33	    0.45	    0.00	    1.00	    1.00
      28	       2	 5184.00	    1.00	    1.00	   36.75	   72.00	    0.01	    4.26	    1.00	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	    0.00	    1.00	    1.00
      28	       3	 5041.00	    0.97	    1.00	   36.25	   71.00	    0.01	    4.25	    1.00	    1.00	   71.00	   71.00	    0.01	   -0.00	   -0.00	    1.00	   71.00	   71.00	    0.01	   -0.00	   -0.00	    0.00	    1.00	    1.00
      28	       4	 3136.00	    0.60	    0.96	   28.25	   55.00	    0.02	    3.99	    0.99	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	     NaN	    0.00	    1.00	    1.00
      28	       5	 4900.00	    0.95	    1.00	   18.25	   48.00	    0.02	    3.36	    0.87	    1.00	   35.00	   48.00	    0.02	    0.69	    0.18	    1.00	   35.00	   48.00	    0.02	    0.69	    0.18	    0.00	    0.00	    1.00
      28	       6	 4761.00	    0.92	    1.00	   18.00	   65.00	    0.02	    2.80	    0.67	    1.00	   34.50	   65.00	    0.02	    0.69	    0.17	    1.00	   34.50	   65.00	    0.02	    0.69	    0.17	    0.00	    1.00	    1.00
      28	       7																							
      28	       8																							
      28	       9																							
      29	       1	 4761.00	    0.92	    1.00	   35.25	   69.00	    0.01	    4.22	    1.00	    1.00	   69.00	   69.00	    0.01	   -0.00	   -0.00	    1.00	   69.00	   69.00	    0.01	   -0.00	   -0.00	    0.00	    1.00	    1.00
